yearG3,sex,county,Ndeaths,YLL,pop,YLLper,cRate,rateSE,rateLCI,rateUCI,aRate,aLCI,aUCI,aSE,causeName
2013-2015,Total,Humboldt,230,1019,404743,251.765,56.8262,3.74701,49.4822,64.1702,47.1485,41.1152,53.961,3.18333,Chronic obstructive pulmonary disease
2013-2015,Total,Marin,216,296,781707,37.8658,27.6318,1.88011,23.9469,31.3168,18.0817,15.7138,20.8346,1.25044,Chronic obstructive pulmonary disease
2013-2015,Total,Tehama,146,546,191546,285.049,76.2219,6.30817,63.8581,88.5857,57.5449,48.5322,68.2232,4.79422,Chronic obstructive pulmonary disease
2013-2015,Total,Riverside,2999,8576,6911820,124.077,43.3895,0.792312,41.8366,44.9424,41.4454,39.9685,42.9679,0.760289,Chronic obstructive pulmonary disease
2013-2015,Total,San Mateo,553,939,2269510,41.3746,24.3665,1.03617,22.3356,26.3973,19.6949,18.0626,21.4577,0.850703,Chronic obstructive pulmonary disease
2013-2015,Total,Sutter,149,428,291259,146.948,51.1572,4.19096,42.9431,59.3714,47.6328,40.2646,56.1208,3.91728,Chronic obstructive pulmonary disease
2013-2015,Total,Santa Cruz,203,618,816802,75.6609,24.853,1.74434,21.4342,28.2719,24.2706,20.9555,28.0132,1.75342,Chronic obstructive pulmonary disease
2013-2015,Total,CALIFORNIA,38174,110392,116173000,95.0241,32.8597,0.168182,32.5301,33.1893,31.8559,31.5337,32.1807,0.164795,Chronic obstructive pulmonary disease
2013-2015,Total,Sacramento,1740,5632,4419370,127.439,39.3721,0.943874,37.5222,41.2221,39.4357,37.5827,41.3614,0.956713,Chronic obstructive pulmonary disease
2013-2015,Total,Madera,167,595,461372,128.963,36.1964,2.80096,30.7066,41.6862,36.8629,31.4488,43.018,2.87194,Chronic obstructive pulmonary disease
2013-2015,Total,Sonoma,608,1776,1493510,118.915,40.7096,1.65099,37.4737,43.9455,30.9644,28.4953,33.6316,1.2858,Chronic obstructive pulmonary disease
2013-2015,Total,San Francisco,573,1407,2560580,54.9486,22.3778,0.934845,20.5455,24.21,17.7032,16.2634,19.2928,0.75008,Chronic obstructive pulmonary disease
2013-2015,Total,San Bernardino,2573,9667,6333910,152.623,40.6226,0.800844,39.053,42.1922,51.365,49.3654,53.428,1.03024,Chronic obstructive pulmonary disease
2013-2015,Total,Napa,153,326,421490,77.3447,36.2998,2.93466,30.548,42.0516,27.3753,23.1628,32.3012,2.23903,Chronic obstructive pulmonary disease
2013-2015,Total,Lake,194,828,195152,424.285,99.4097,7.1372,85.421,113.398,64.374,55.5086,74.867,4.69053,Chronic obstructive pulmonary disease
2013-2015,Total,Contra Costa,1099,3096,3309480,93.5495,33.2076,1.0017,31.2443,35.1709,29.6806,27.9233,31.5292,0.910137,Chronic obstructive pulmonary disease
2013-2015,Total,Monterey,314,797,1292490,61.6638,24.2942,1.371,21.607,26.9813,24.5149,21.8354,27.4518,1.4065,Chronic obstructive pulmonary disease
2013-2015,Total,Butte,422,1175,670491,175.245,62.939,3.06382,56.934,68.9439,46.9847,42.5282,51.9138,2.33014,Chronic obstructive pulmonary disease
2013-2015,Total,Placer,502,1490,1103190,135.063,45.5044,2.03096,41.5238,49.485,32.6225,29.8109,35.6918,1.46668,Chronic obstructive pulmonary disease
2013-2015,Total,San Joaquin,889,3860,2150550,179.489,41.3382,1.38644,38.6209,44.0556,45.7509,42.7497,48.918,1.55699,Chronic obstructive pulmonary disease
2013-2015,Total,Imperial,106,253,548807,46.1,19.3146,1.876,15.6377,22.9915,20.8629,17.0665,25.3123,2.03449,Chronic obstructive pulmonary disease
2013-2015,Total,Ventura,780,1565,2542540,61.5527,30.678,1.09845,28.5251,32.8309,28.9301,26.9117,31.0737,1.04827,Chronic obstructive pulmonary disease
2013-2015,Total,Nevada,209,515,294271,175.009,71.023,4.91276,61.3941,80.6518,40.5724,35.1433,47.08,2.86927,Chronic obstructive pulmonary disease
2013-2015,Total,Solano,490,1546,1275400,121.217,38.4194,1.73561,35.0176,41.8211,36.7427,33.5241,40.2165,1.67959,Chronic obstructive pulmonary disease
2013-2015,Total,Yuba,154,691,224906,307.239,68.4731,5.51772,57.6585,79.2876,78.704,66.5673,92.4923,6.45153,Chronic obstructive pulmonary disease
2013-2015,Total,Kings,120,441,449411,98.1284,26.7016,2.43751,21.9242,31.4791,36.8918,30.529,44.2257,3.40024,Chronic obstructive pulmonary disease
2013-2015,Total,Shasta,576,2159,536753,402.233,107.312,4.47133,98.5483,116.076,74.7582,68.7151,81.3655,3.14781,Chronic obstructive pulmonary disease
2013-2015,Total,Tulare,456,1808,1378980,131.112,33.068,1.54855,30.0329,36.1031,39.965,36.3442,43.8639,1.89097,Chronic obstructive pulmonary disease
2013-2015,Total,El Dorado,257,651,547967,118.803,46.9006,2.92558,41.1666,52.6347,35.6728,31.3913,40.5519,2.25406,Chronic obstructive pulmonary disease
2013-2015,Total,Tuolumne,127,367,164102,223.641,77.3909,6.86733,63.9312,90.8506,42.3309,35.2346,51.3454,3.78693,Chronic obstructive pulmonary disease
2013-2015,Total,San Luis Obispo,365,958,826413,115.923,44.1668,2.31179,39.6357,48.6978,31.2689,28.0925,34.8245,1.6638,Chronic obstructive pulmonary disease
2013-2015,Total,Los Angeles,293,4973,30365600,16.3771,0.964906,0.0563704,0.854422,1.07539,0.940772,0.834889,1.05717,0.0556294,Asthma
2013-2015,Total,CALIFORNIA,1198,18000,116173000,15.4942,1.03122,0.0297937,0.972829,1.08962,0.98845,0.932606,1.04698,0.0289029,Asthma
2013-2015,Total,Marin,144,337,781707,43.1108,18.4212,1.5351,15.4125,21.43,12.2451,10.2793,14.6076,1.04688,Other respiratory diseases
2013-2015,Total,Santa Barbara,256,685,1320270,51.8833,19.39,1.21187,17.0147,21.7652,16.0167,14.0793,18.1922,1.02025,Other respiratory diseases
2013-2015,Total,San Diego,1143,3660,9732580,37.6057,11.7441,0.347372,11.0632,12.4249,11.2111,10.5631,11.8915,0.335518,Other respiratory diseases
2013-2015,Total,Fresno,403,2587,2908270,88.9531,13.857,0.690267,12.5041,15.2099,15.5296,14.0321,17.1522,0.783339,Other respiratory diseases
2013-2015,Total,Sacramento,691,2791,4419370,63.1538,15.6357,0.59481,14.4699,16.8015,15.5498,14.3998,16.7725,0.59793,Other respiratory diseases
2013-2015,Total,Kern,282,1802,2628590,68.5539,10.7282,0.638854,9.47606,11.9803,13.5856,12.0185,15.3092,0.823942,Other respiratory diseases
2013-2015,Total,Los Angeles,1605,8470,30365600,27.8934,5.28558,0.131933,5.02699,5.54416,5.29117,5.03255,5.5603,0.13359,Other respiratory diseases
2013-2015,Total,Santa Cruz,115,427,816802,52.2771,14.0793,1.3129,11.5061,16.6525,13.9137,11.4231,16.8391,1.33352,Other respiratory diseases
2013-2015,Total,Santa Clara,503,1800,5672240,31.7335,8.86775,0.395393,8.09279,9.64271,8.74864,7.99321,9.55945,0.394076,Other respiratory diseases
2013-2015,Total,Butte,178,480,670491,71.5893,26.5477,1.98983,22.6477,30.4477,18.7544,16.0463,21.9388,1.43552,Other respiratory diseases
2013-2015,Total,Stanislaus,230,1451,1597780,90.8136,14.395,0.949177,12.5346,16.2553,15.2819,13.3497,17.431,1.01904,Other respiratory diseases
2013-2015,Total,Shasta,137,713,536753,132.836,25.5238,2.18065,21.2499,29.7978,18.3399,15.3531,21.9278,1.59172,Other respiratory diseases
2013-2015,Total,Placer,251,690,1103190,62.5458,22.7522,1.4361,19.9375,25.5669,16.3624,14.3836,18.6037,1.042,Other respiratory diseases
2013-2015,Total,San Joaquin,298,1238,2150550,57.5666,13.8569,0.802709,12.2836,15.4302,15.484,13.755,17.3812,0.908156,Other respiratory diseases
2013-2015,Total,Orange,764,3241,9409760,34.4429,8.11923,0.293743,7.5435,8.69495,7.65718,7.11867,8.22851,0.279725,Other respiratory diseases
2013-2015,Total,Contra Costa,671,2390,3309480,72.2168,20.2751,0.782711,18.741,21.8092,18.1845,16.8143,19.6465,0.712699,Other respiratory diseases
2013-2015,Total,Riverside,516,2975,6911820,43.0422,7.46548,0.328649,6.82133,8.10962,7.17557,6.56632,7.83136,0.317702,Other respiratory diseases
2013-2015,Total,CALIFORNIA,12615,54551,116173000,46.9568,10.8588,0.0966807,10.6693,11.0483,10.4912,10.307,10.6781,0.0943923,Other respiratory diseases
2013-2015,Total,Sonoma,207,696,1493510,46.6018,13.86,0.963337,11.9719,15.7481,10.4927,9.07468,12.1136,0.7497,Other respiratory diseases
2013-2015,Total,Napa,111,327,421490,77.5819,26.3351,2.49962,21.436,31.2343,19.7091,16.1612,23.9789,1.9002,Other respiratory diseases
2013-2015,Total,San Bernardino,518,3016,6333910,47.6167,8.1782,0.359329,7.47393,8.88247,10.1774,9.30403,11.1143,0.455535,Other respiratory diseases
2013-2015,Total,Solano,214,794,1275400,62.2551,16.7791,1.14699,14.531,19.0271,16.0162,13.92,18.3702,1.10689,Other respiratory diseases
2013-2015,Total,San Luis Obispo,152,398,826413,48.1599,18.3927,1.49185,15.4688,21.3167,13.2074,11.1522,15.6572,1.09295,Other respiratory diseases
2013-2015,Total,Alameda,847,3535,4795160,73.7202,17.6636,0.60693,16.4741,18.8532,17.4205,16.2505,18.6577,0.607206,Other respiratory diseases
2013-2015,Total,San Francisco,272,1055,2560580,41.2017,10.6226,0.644091,9.36022,11.885,8.3202,7.34238,9.45192,0.514435,Other respiratory diseases
2013-2015,Total,Tulare,199,1076,1378980,78.0289,14.431,1.02299,12.426,16.436,17.6964,15.2985,20.3777,1.26788,Other respiratory diseases
2013-2015,Total,San Mateo,411,1176,2269510,51.8173,18.1096,0.893282,16.3588,19.8604,14.5569,13.1612,16.0836,0.729969,Other respiratory diseases
2013-2015,Total,Monterey,187,841,1292490,65.0681,14.4682,1.05802,12.3945,16.5419,14.7652,12.6932,17.0981,1.09707,Other respiratory diseases
2013-2015,Total,Ventura,323,1014,2542540,39.8814,12.7038,0.706861,11.3184,14.0893,11.9515,10.6684,13.3611,0.673176,Other respiratory diseases
2013-2015,Total,Santa Barbara,188,628,1320270,47.566,14.2395,1.03852,12.204,16.275,11.9283,10.2545,13.8435,0.886257,Other Chronic Conditions
2013-2015,Total,Kern,283,2776,2628590,105.608,10.7662,0.639986,9.51188,12.0206,13.3398,11.8007,15.0339,0.809242,Other Chronic Conditions
2013-2015,Total,San Diego,995,4807,9732580,49.3908,10.2234,0.324103,9.58817,10.8586,9.71502,9.11358,10.3487,0.311726,Other Chronic Conditions
2013-2015,Total,Marin,116,193,781707,24.6896,14.8393,1.3778,12.1389,17.5398,9.37111,7.71753,11.4167,0.884703,Other Chronic Conditions
2013-2015,Total,Los Angeles,2452,15597,30365600,51.364,8.07491,0.163071,7.7553,8.39453,8.02466,7.70665,8.3531,0.163878,Other Chronic Conditions
2013-2015,Total,Solano,165,900,1275400,70.5662,12.9371,1.00715,10.9632,14.9111,12.3679,10.53,14.4658,0.975396,Other Chronic Conditions
2013-2015,Total,Fresno,361,2116,2908270,72.758,12.4129,0.653309,11.1324,13.6933,13.9208,12.5045,15.4624,0.741939,Other Chronic Conditions
2013-2015,Total,San Luis Obispo,129,512,826413,61.9545,15.6096,1.37435,12.9159,18.3033,10.8562,9.0255,13.0807,0.977203,Other Chronic Conditions
2013-2015,Total,Santa Cruz,111,456,816802,55.8275,13.5896,1.28987,11.0615,16.1177,13.2865,10.8595,16.1481,1.30092,Other Chronic Conditions
2013-2015,Total,Sonoma,254,871,1493510,58.3191,17.007,1.06711,14.9155,19.0985,13.0422,11.451,14.8356,0.838152,Other Chronic Conditions
2013-2015,Total,Monterey,152,1026,1292490,79.3815,11.7602,0.95388,9.89066,13.6298,11.8187,9.98707,13.9099,0.973873,Other Chronic Conditions
2013-2015,Total,San Francisco,319,1190,2560580,46.4739,12.4581,0.697522,11.091,13.8253,9.79742,8.73405,11.0136,0.558062,Other Chronic Conditions
2013-2015,Total,Alameda,543,3134,4795160,65.3576,11.3239,0.485956,10.3715,12.2764,11.1295,10.2001,12.1265,0.484496,Other Chronic Conditions
2013-2015,Total,Ventura,249,1384,2542540,54.4338,9.79337,0.620629,8.57696,11.0098,9.08632,7.97918,10.3197,0.583169,Other Chronic Conditions
2013-2015,Total,Santa Clara,474,2511,5672240,44.2682,8.35649,0.383826,7.6042,9.10877,8.06472,7.34753,8.83665,0.37439,Other Chronic Conditions
2013-2015,Total,San Mateo,266,691,2269510,30.4471,11.7206,0.718635,10.3121,13.1291,9.38482,8.27232,10.6292,0.585461,Other Chronic Conditions
2013-2015,Total,Sacramento,638,3330,4419370,75.3501,14.4364,0.571544,13.3162,15.5566,14.2209,13.1273,15.3869,0.569053,Other Chronic Conditions
2013-2015,Total,Butte,147,332,670491,49.516,21.9242,1.80828,18.3801,25.4684,15.8324,13.3134,18.8374,1.34091,Other Chronic Conditions
2013-2015,Total,Contra Costa,401,1952,3309480,58.9821,12.1167,0.60508,10.9308,13.3026,10.7573,9.71395,11.8925,0.545822,Other Chronic Conditions
2013-2015,Total,San Bernardino,543,4564,6333910,72.0566,8.5729,0.367898,7.85183,9.29397,10.5159,9.63336,11.4614,0.460065,Other Chronic Conditions
2013-2015,Total,Riverside,660,3887,6911820,56.237,9.54886,0.371689,8.82037,10.2774,9.13669,8.449,9.87066,0.357679,Other Chronic Conditions
2013-2015,Total,Stanislaus,239,1211,1597780,75.7927,14.9583,0.96757,13.0619,16.8547,16.0624,14.0715,18.271,1.04925,Other Chronic Conditions
2013-2015,Total,Shasta,132,694,536753,129.296,24.5923,2.14049,20.397,28.7876,17.9306,14.9318,21.539,1.60015,Other Chronic Conditions
2013-2015,Total,Placer,200,709,1103190,64.2681,18.1292,1.28193,15.6167,20.6418,13.0673,11.3003,15.0994,0.93423,Other Chronic Conditions
2013-2015,Total,CALIFORNIA,12260,66176,116173000,56.9635,10.5533,0.0953106,10.3665,10.7401,10.1597,9.9788,10.3434,0.0927342,Other Chronic Conditions
2013-2015,Total,Orange,870,3698,9409760,39.2996,9.24572,0.313459,8.63135,9.86008,8.61623,8.04797,9.21704,0.294842,Other Chronic Conditions
2013-2015,Total,San Joaquin,219,1078,2150550,50.1267,10.1834,0.688133,8.83472,11.5321,11.4236,9.94208,13.0745,0.782066,Other Chronic Conditions
2013-2015,Total,Tulare,148,1083,1378980,78.5365,10.7326,0.882214,9.00349,12.4617,12.9963,10.9681,15.3069,1.07871,Other Chronic Conditions
2013-2015,Total,Los Angeles,4639,110738,30365600,364.682,15.2771,0.2243,14.8375,15.7168,14.9363,14.5054,15.3775,0.221442,Unintentional injuries
2013-2015,Total,San Diego,2131,37529,9732580,385.602,21.8955,0.474312,20.9659,22.8252,20.7715,19.8892,21.6859,0.455027,Unintentional injuries
2013-2015,Total,Fresno,768,19725,2908270,678.238,26.4074,0.952896,24.5398,28.2751,27.8612,25.8954,29.9475,1.02119,Unintentional injuries
2013-2015,Total,Sonoma,368,5699,1493510,381.585,24.64,1.28445,22.1225,27.1575,20.4624,18.3551,22.7804,1.10424,Unintentional injuries
2013-2015,Total,Marin,208,2074,781707,265.317,26.6084,1.84496,22.9924,30.2245,20.3836,17.5335,23.6613,1.50883,Unintentional injuries
2013-2015,Total,San Joaquin,516,13262,2150550,616.679,23.9938,1.05627,21.9236,26.0641,25.0056,22.8643,27.3081,1.11685,Unintentional injuries
2013-2015,Total,Santa Barbara,266,6014,1320270,455.513,20.1474,1.23532,17.7262,22.5686,18.3607,16.1697,20.8026,1.15327,Unintentional injuries
2013-2015,Total,Placer,302,4646,1103190,421.142,27.3751,1.57526,24.2877,30.4626,22.7836,20.2081,25.6449,1.3533,Unintentional injuries
2013-2015,Total,Butte,278,5154,670491,768.69,41.4622,2.48673,36.5882,46.3361,34.6012,30.4484,39.2708,2.18633,Unintentional injuries
2013-2015,Total,Alameda,797,15831,4795160,330.145,16.6209,0.588743,15.467,17.7748,16.1044,14.9915,17.2839,0.577902,Unintentional injuries
2013-2015,Total,Santa Cruz,207,4726,816802,578.598,25.3427,1.76144,21.8904,28.7951,24.8134,21.4424,28.6142,1.78262,Unintentional injuries
2013-2015,Total,Santa Clara,1119,21003,5672240,370.277,19.7277,0.58974,18.5718,20.8835,19.0185,17.9111,20.18,0.573407,Unintentional injuries
2013-2015,Total,San Mateo,365,6107,2269510,269.089,16.0828,0.84181,14.4328,17.7327,14.1308,12.6846,15.7153,0.757691,Unintentional injuries
2013-2015,Total,Lake,123,2825,195152,1447.59,63.0278,5.68302,51.8893,74.1663,56.0302,45.9568,68.0472,5.39478,Unintentional injuries
2013-2015,Total,Imperial,137,3490,548807,635.925,24.9632,2.13275,20.7831,29.1434,24.9787,20.913,29.6758,2.16656,Unintentional injuries
2013-2015,Total,Ventura,499,9470,2542540,372.463,19.6261,0.878583,17.9041,21.3481,18.5656,16.948,20.3097,0.843987,Unintentional injuries
2013-2015,Total,Humboldt,187,4233,404743,1045.85,46.2022,3.37864,39.5802,52.8242,43.2861,37.0963,50.3176,3.27984,Unintentional injuries
2013-2015,Total,Merced,275,7437,802226,927.045,34.2796,2.06714,30.2281,38.3311,37.5651,33.1838,42.4112,2.30449,Unintentional injuries
2013-2015,Total,San Bernardino,1380,36763,6333910,580.415,21.7875,0.586499,20.638,22.937,23.4298,22.1838,24.7339,0.644343,Unintentional injuries
2013-2015,Total,Kern,698,19484,2628590,741.234,26.5542,1.00509,24.5842,28.5241,28.6987,26.5603,30.9797,1.112,Unintentional injuries
2013-2015,Total,Nevada,103,1996,294271,678.286,35.0018,3.44882,28.2422,41.7613,29.1984,23.2619,36.4815,3.2018,Unintentional injuries
2013-2015,Total,Mendocino,104,2658,265016,1002.96,39.2429,3.84808,31.7008,46.785,37.389,30.2739,45.8472,3.82244,Unintentional injuries
2013-2015,Total,Yuba,105,3087,224906,1372.57,46.6862,4.5561,37.7564,55.616,48.5369,39.5496,59.1,4.82087,Unintentional injuries
2013-2015,Total,Contra Costa,578,11582,3309480,349.964,17.465,0.726448,16.0412,18.8888,15.9773,14.6762,17.372,0.677879,Unintentional injuries
2013-2015,Total,Riverside,1500,37037,6911820,535.85,21.702,0.560342,20.6037,22.8002,21.368,20.2895,22.4934,0.557309,Unintentional injuries
2013-2015,Total,Orange,1459,31542,9409760,335.205,15.5052,0.405928,14.7096,16.3008,14.858,14.0978,15.6512,0.392903,Unintentional injuries
2013-2015,Total,San Francisco,489,6486,2560580,253.302,19.0973,0.863609,17.4046,20.7899,16.0009,14.5609,17.5974,0.751918,Unintentional injuries
2013-2015,Total,Monterey,277,5592,1292490,432.653,21.4315,1.28769,18.9076,23.9553,21.187,18.7373,23.8902,1.2881,Unintentional injuries
2013-2015,Total,Yolo,158,3019,630714,478.664,25.051,1.99295,21.1449,28.9571,26.8139,22.7217,31.4849,2.17433,Unintentional injuries
2013-2015,Total,CALIFORNIA,24046,529881,116173000,456.115,20.6985,0.13348,20.4369,20.9601,20.0214,19.7665,20.2789,0.130449,Unintentional injuries
2013-2015,Total,San Luis Obispo,227,4264,826413,515.965,27.4681,1.82312,23.8949,31.0414,23.3898,20.2807,26.9293,1.64276,Unintentional injuries
2013-2015,Total,Madera,138,3464,461372,750.804,29.9108,2.54618,24.9204,34.9012,30.3666,25.4507,36.0303,2.61896,Unintentional injuries
2013-2015,Total,Napa,108,1689,421490,400.721,25.6234,2.46561,20.7909,30.4559,21.873,17.8219,26.7007,2.17306,Unintentional injuries
2013-2015,Total,Sacramento,1141,24015,4419370,543.403,25.8182,0.764333,24.3201,27.3162,25.2754,23.8136,26.809,0.756846,Unintentional injuries
2013-2015,Total,Stanislaus,409,11233,1597780,703.038,25.598,1.26574,23.1172,28.0788,26.0171,23.5274,28.7171,1.30205,Unintentional injuries
2013-2015,Total,Tulare,372,10256,1378980,743.74,26.9765,1.39867,24.2352,29.7179,29.5148,26.5482,32.7463,1.55351,Unintentional injuries
2013-2015,Total,El Dorado,160,3008,547967,548.938,29.1988,2.30837,24.6745,33.7232,25.8584,21.8298,30.553,2.1425,Unintentional injuries
2013-2015,Total,Solano,329,8325,1275400,652.737,25.7959,1.42217,23.0085,28.5833,24.9194,22.2574,27.8406,1.39635,Unintentional injuries
2013-2015,Total,Shasta,242,5251,536753,978.29,45.0859,2.89823,39.4055,50.7663,40.7848,35.5539,46.6861,2.76018,Unintentional injuries
2013-2015,Total,Riverside,708,18478,6911820,267.339,10.2433,0.384968,9.4888,10.9978,10.186,9.44076,10.9789,0.387405,Suicide/Self-harm
2013-2015,Total,San Diego,1244,32973,9732580,338.79,12.7818,0.362395,12.0715,13.4921,12.4213,11.7322,13.143,0.356557,Suicide/Self-harm
2013-2015,Total,Los Angeles,2393,65901,30365600,217.025,7.88062,0.161097,7.56487,8.19636,7.61981,7.31474,7.93512,0.157224,Suicide/Self-harm
2013-2015,Total,San Joaquin,222,6344,2150550,294.994,10.3229,0.69283,8.96501,11.6809,10.7585,9.37169,12.308,0.731903,Suicide/Self-harm
2013-2015,Total,Kern,345,9968,2628590,379.215,13.1249,0.706622,11.74,14.5099,13.9197,12.4616,15.5195,0.764397,Suicide/Self-harm
2013-2015,Total,Santa Barbara,168,3786,1320270,286.76,12.7247,0.98173,10.8005,14.6488,12.3835,10.5452,14.4829,0.975612,Suicide/Self-harm
2013-2015,Total,Sacramento,605,15940,4419370,360.685,13.6897,0.556567,12.5989,14.7806,13.4781,12.4118,14.617,0.555173,Suicide/Self-harm
2013-2015,Total,Placer,135,2992,1103190,271.213,12.2372,1.05321,10.173,14.3015,11.033,9.19482,13.174,0.980645,Suicide/Self-harm
2013-2015,Total,Marin,108,2421,781707,309.707,13.8159,1.32944,11.2103,16.4216,11.8854,9.6083,14.6228,1.22377,Suicide/Self-harm
2013-2015,Total,San Bernardino,613,17616,6333910,278.122,9.67806,0.390893,8.91192,10.4442,10.1857,9.38119,11.0478,0.418834,Suicide/Self-harm
2013-2015,Total,Orange,944,23996,9409760,255.012,10.0321,0.326518,9.39217,10.6721,9.56039,8.95329,10.2005,0.314789,Suicide/Self-harm
2013-2015,Total,Shasta,132,3030,536753,564.505,24.5923,2.14049,20.397,28.7876,22.6205,18.746,27.1806,2.06984,Suicide/Self-harm
2013-2015,Total,CALIFORNIA,12165,323289,116173000,278.283,10.4715,0.0949406,10.2854,10.6576,10.1702,9.9881,10.3549,0.0933048,Suicide/Self-harm
2013-2015,Total,Alameda,453,13284,4795160,277.029,9.44702,0.44386,8.57707,10.317,9.02612,8.2061,9.91233,0.428289,Suicide/Self-harm
2013-2015,Total,Butte,120,3059,670491,456.233,17.8973,1.6338,14.6952,21.0995,17.5212,14.3936,21.2142,1.67432,Suicide/Self-harm
2013-2015,Total,Solano,168,4550,1275400,356.751,13.1724,1.01627,11.1805,15.1642,12.4911,10.6399,14.6028,0.982322,Suicide/Self-harm
2013-2015,Total,San Francisco,228,5898,2560580,230.339,8.90425,0.58969800000000006,7.74846,10.06,7.99568,6.96732,9.18678,0.542694,Suicide/Self-harm
2013-2015,Total,Sonoma,203,4518,1493510,302.51,13.5922,0.953984,11.7224,15.462,12.1593,10.4809,14.0602,0.888095,Suicide/Self-harm
2013-2015,Total,Humboldt,108,2887,404743,713.292,26.6836,2.56763,21.6511,31.7161,25.5364,20.7832,31.1528,2.55039,Suicide/Self-harm
2013-2015,Total,Santa Cruz,128,3216,816802,393.731,15.6709,1.38512,12.9561,18.3857,15.1278,12.5257,18.1637,1.39036,Suicide/Self-harm
2013-2015,Total,Fresno,298,9013,2908270,309.909,10.2466,0.593571,9.08325,11.41,11.048400000000001,9.81027,12.4099,0.650412,Suicide/Self-harm
2013-2015,Total,San Mateo,170,4475,2269510,197.179,7.4906,0.574503,6.3646,8.61661,6.98162,5.94897,8.15876,0.54794,Suicide/Self-harm
2013-2015,Total,Stanislaus,161,4530,1597780,283.519,10.0765,0.794138,8.52,11.633,10.2923,8.74284,12.0561,0.822787,Suicide/Self-harm
2013-2015,Total,Santa Clara,460,12453,5672240,219.543,8.10967,0.378115,7.36858,8.85077,7.77474,7.07477,8.52911,0.36551,Suicide/Self-harm
2013-2015,Total,Ventura,315,7556,2542540,297.183,12.3892,0.698052,11.021,13.7574,11.8798,10.5809,13.3075,0.68181,Suicide/Self-harm
2013-2015,Total,San Luis Obispo,143,3075,826413,372.09,17.3037,1.44701,14.4676,20.1398,15.3564,12.8015,18.3567,1.3629,Suicide/Self-harm
2013-2015,Total,Monterey,129,3248,1292490,251.297,9.98072,0.878753,8.25839,11.703,9.92728,8.26965,11.8427,0.884419,Suicide/Self-harm
2013-2015,Total,Tulare,140,4357,1378980,315.959,10.1525,0.85804,8.47073,11.8342,10.8952,9.14585,12.9099,0.931622,Suicide/Self-harm
2013-2015,Total,Contra Costa,319,8500,3309480,256.838,9.63898,0.539679,8.58123,10.6967,9.25458,8.24669,10.3593,0.529003,Suicide/Self-harm
2013-2015,Total,Kern,218,8857,2628590,336.949,8.29342,0.561701,7.19251,9.39434,8.28372,7.20124,9.5047,0.571588,Homicide/Interpersonal violence
2013-2015,Total,San Diego,285,10815,9732580,111.122,2.92831,0.173458,2.58834,3.26828,2.92355,2.59016,3.29055,0.175228,Homicide/Interpersonal violence
2013-2015,Total,Los Angeles,1786,73358,30365600,241.582,5.88165,0.139174,5.60887,6.15442,5.76343,5.49763,6.03951,0.137195,Homicide/Interpersonal violence
2013-2015,Total,Sacramento,285,11601,4419370,262.503,6.44888,0.381999,5.70018,7.19759,6.52327,5.78197,7.3385,0.389586,Homicide/Interpersonal violence
2013-2015,Total,Riverside,323,12604,6911820,182.354,4.67316,0.260021,4.16352,5.18279,4.71277,4.20727,5.26664,0.265197,Homicide/Interpersonal violence
2013-2015,Total,Alameda,327,13869,4795160,289.229,6.81937,0.377112,6.08025,7.5585,6.62772,5.92504,7.39715,0.368514,Homicide/Interpersonal violence
2013-2015,Total,Solano,114,4969,1275400,389.604,8.93839,0.837157,7.29759,10.5792,9.19238,7.56546,11.0911,0.870579,Homicide/Interpersonal violence
2013-2015,Total,San Bernardino,403,16365,6333910,258.371,6.36258,0.316942,5.74138,6.98377,6.42116,5.80142,7.09731,0.324181,Homicide/Interpersonal violence
2013-2015,Total,Monterey,145,6363,1292490,492.305,11.2186,0.931657,9.39262,13.0447,11.3239,9.54086,13.3653,0.948705,Homicide/Interpersonal violence
2013-2015,Total,Fresno,206,8402,2908270,288.9,7.08324,0.493513,6.11597,8.05051,7.11019,6.15656,8.18329,0.504037,Homicide/Interpersonal violence
2013-2015,Total,CALIFORNIA,5890,239692,116173000,206.324,5.07004,0.0660623,4.94056,5.19952,5.04922,4.92007,5.18109,0.066315,Homicide/Interpersonal violence
2013-2015,Total,Santa Clara,165,6338,5672240,111.737,2.9089,0.226458,2.46505,3.35275,2.92288,2.49154,3.41068,0.228852,Homicide/Interpersonal violence
2013-2015,Total,Tulare,135,5631,1378980,408.346,9.78987,0.842578,8.13845,11.4413,10.2465,8.5672,12.1888,0.895169,Homicide/Interpersonal violence
2013-2015,Total,Orange,199,7977,9409760,84.7736,2.11482,0.149916,1.82099,2.40865,2.12553,1.83839,2.44715,0.151805,Homicide/Interpersonal violence
2013-2015,Total,San Joaquin,198,8738,2150550,406.314,9.20694,0.654309,7.92452,10.4894,9.36729,8.09386,10.8013,0.673413,Homicide/Interpersonal violence
2013-2015,Total,Contra Costa,201,8524,3309480,257.563,6.07346,0.428389,5.23384,6.91309,6.41254,5.54972,7.37673,0.456095,Homicide/Interpersonal violence
2013-2015,Total,San Diego,154,2218,9732580,22.7894,1.58231,0.127507,1.33241,1.83222,1.46659,1.24192,1.72382,0.119392,"Symptoms, signs and ill-defined conditions, not elsewhere classified"
2013-2015,Total,Fresno,180,5822,2908270,200.188,6.18924,0.461319,5.28507,7.09341,6.44922,5.5245,7.49638,0.490038,"Symptoms, signs and ill-defined conditions, not elsewhere classified"
